feedback_id,feedback_text,aspects,sentiments,num_aspects
fb_03296,Customer support agent went above and beyond to help. Crystal clear calls every time. Never had a dropped call.,Customer Support|Call Quality,Positive|Positive,2
fb_03297,Roaming activation is automatic. Very convenient!!!!,Roaming,Positive,1
fb_03298,Billing notifications are timely and helpful.. Crystal clear calls every time. Never had a dropped call imo,Billing|Call Quality,Positive|Positive,2
fb_03299,Billing is transparent and accurate. No hidden charges.,Billing,Positive,1
fb_03300,Call quality is crystal clear on VoLTE. Best I've experienced.,Call Quality,Positive,1
fb_03301,SIM activation was instant with eSIM. Great experience.,SIM Activation,Positive,1
fb_03302,Recharge plans offer good variety for every budget.,Recharge Plans,Positive,1
fb_03303,Data balance accuracy is questionable.,Data Balance,Negative,1
fb_03304,Recharge plans with long validity are excellent value. Data validity on budget plans is stingy. Activation process is straightforward now. Data balance rollover feature is amazing.,Recharge Plans|Data Validity|SIM Activation|Data Balance,Positive|Negative|Neutral|Positive,4
fb_03305,Data balance depletes too fast. Something is wrong.,Data Balance,Negative,1
fb_03306,Data balance shows incorrect values. Buggy system. Plans are decent. Nothing unique. Activation was quick and hassle-free. Done in minutes.,Data Balance|Recharge Plans|SIM Activation,Negative|Neutral|Positive,3
fb_03307,Long validity plans eliminate recharge hassle.,Data Validity,Positive,1
fb_03308,fr recharge plan auto-renewal works smoothly.,Recharge Plans,Positive,1
fb_03309,SIM activation was a nightmare. Multiple store visits needed. Validity is too short for the price charged. Recharge plans are adequate for basic needs.,SIM Activation|Data Validity|Recharge Plans,Negative|Negative|Neutral,3
fb_03310,Data validity is generous on premium plans 😤,Data Validity,Positive,1
fb_03311,Good selection of plans with competitive pricing. 365-day validity is the best option for infrequent users.,Recharge Plans|Data Validity,Positive|Positive,2
fb_03312,SERIOUSLY Data runs out too quickly for the price paid. Data validity extension option is convenient.,Data Balance|Data Validity,Negative|Positive,2
fb_03313,SIM activation via video KYC is innovative and fast. Data balance is adequate for moderate usage. Data validity countdown should pause during outages.,SIM Activation|Data Balance|Data Validity,Positive|Neutral|Negative,3
fb_03314,"Wonderful... 5G promised, 2G delivered. Truly next generation experience.",Data Balance|SIM Activation,Negative|Negative,2
fb_03315,SIM activation process is well documented and easy. Data validity extension option is convenient. Data balance is generous. More than enough for daily use.,SIM Activation|Data Validity|Data Balance,Positive|Positive|Positive,3
fb_03316,Data allocation is standard. Nothing special. Plans are average. Comparable to competitors.,Data Balance|Recharge Plans,Neutral|Neutral,2
fb_03317,SIM activation was average. Took about a day. Plans dont deliver what they promise. Data is okay for browsing and social media.,SIM Activation|Recharge Plans|Data Balance,Neutral|Negative|Neutral,3
fb_03318,Smooth activation process. No store visit needed. Data balance tracking is accurate and real-time.,SIM Activation|Data Balance,Positive|Positive,2
fb_03319,Validity is okay. Nothing special. Activation documentation requirements are excessive. Data balance alerts are timely and helpful.,Data Validity|SIM Activation|Data Balance,Neutral|Negative|Positive,3
fb_03320,Data validity of 84 days is perfect for my usage...,Data Validity,Positive,1
fb_03321,Generous data allocation. Never run out. SIM activation via video KYC is innovative and fast.,Data Balance|SIM Activation,Positive|Positive,2
fb_03322,Activation was okay. Nothing remarkable.,SIM Activation,Neutral,1
fb_03323,Data validity is adequate for most users. Data balance depletes too fast. Something is wrong. Activation failed multiple times online. Had to visit store.,Data Validity|Data Balance|SIM Activation,Neutral|Negative|Negative,3
fb_03324,Recharge plans are standard. Nothing special. SIM activation took 5 days. Way too long.,Recharge Plans|SIM Activation,Neutral|Negative,2
fb_03325,Amazing... network gone again. What a surprise. Paying premium for this 'service'.,SIM Activation,Negative,1
fb_03326,Data balance depletes too fast. smthng is wrong.,Data Balance,Negative,1
fb_03327,Data balance shows incorrect values. Buggy system. Data validity of 84 days is perfect for my usage rn,Data Balance|Data Validity,Negative|Positive,2
fb_03328,SIM activation is standard process. Recharge plans offer gud variety for every budget. Validity is average. Standard offering. Data balance drains overnight even when sleeping.,SIM Activation|Recharge Plans|Data Validity|Data Balance,Neutral|Positive|Neutral|Negative,4
fb_03329,Activation failed multiple times online. Had to visit store. Recharge plans are overpriced for what they offer.,SIM Activation|Recharge Plans,Negative|Negative,2
fb_03330,Plans are well structured with clear benefits.,Recharge Plans,Positive,1
fb_03331,Validity starts from recharge not activation... Unfair... Activation documentation requirements are excessive... Plans keep getting more expensive without improvement...,Data Validity|SIM Activation|Recharge Plans,Negative|Negative|Negative,3
fb_03332,bruh good selection of plans with competitive pricing. SIM activation was average. Took about a day. Data validity of 28 days is too short. Not a month. Data balance shows incorrect values. Buggy system.,Recharge Plans|SIM Activation|Data Validity|Data Balance,Positive|Neutral|Negative|Negative,4
fb_03333,Activation failed multiple times online. Had to visit store. Data balance depletes too fast. Something is wrong. Data validity is standard across providers.,SIM Activation|Data Balance|Data Validity,Negative|Negative|Neutral,3
fb_03334,Data validity countdown should pause during outages.,Data Validity,Negative,1
fb_03335,Recharge plans are okay. Standard offerings.,Recharge Plans,Neutral,1
fb_03336,Data balance depletes too fast. Something is wrong.,Data Balance,Negative,1
fb_03337,Data balance is generous. More than enough for daily use.,Data Balance,Positive,1
fb_03338,Recharge plans are confusing with too many options smh,Recharge Plans,Negative,1
fb_03339,Data balance accuracy is questionable. SIM activation took 5 days. Way too long. Validity starts from recharge not activation. Unfair.,Data Balance|SIM Activation|Data Validity,Negative|Negative|Negative,3
fb_03340,Data balance is sufficient for basic needs. Smooth activation process. No store visit needed. Data validity extension option is convenient smh,Data Balance|SIM Activation|Data Validity,Neutral|Positive|Positive,3
fb_03341,Recharge plans offer good variety for every budget. Data validity is generous on premium plans.,Recharge Plans|Data Validity,Positive|Positive,2
fb_03342,Data balance accuracy is questionable. Activation failed multiple times online. Had to visit store. Recharge plans with long validity are excellent value.,Data Balance|SIM Activation|Recharge Plans,Negative|Negative|Positive,3
fb_03343,Data validity extension option is convenient. Smooth activation process. No store visit needed. Data balance alerts are timely and helpful.,Data Validity|SIM Activation|Data Balance,Positive|Positive|Positive,3
fb_03344,Validity is too short for the price charged.,Data Validity,Negative,1
fb_03345,SIM activation via video KYC is innovative and fastttt??! Long validity plans eliminate recharge hassle??! Data runs out too quickly for the price paid??!,SIM Activation|Data Validity|Data Balance,Positive|Positive|Negative,3
fb_03346,Data validity of 84 days is perfect for my usage ngl,Data Validity,Positive,1
fb_03347,Recharge plans offer good variety for every budget.,Recharge Plans,Positive,1
fb_03348,Validity starts from recharge not activation. Unfair. Data balance is average. Gets the job done. Activation documentation requirements are excessive.,Data Validity|Data Balance|SIM Activation,Negative|Neutral|Negative,3
fb_03349,Smooth activation process. No store visit needed.,SIM Activation,Positive,1
fb_03350,Data balance drains overnight even when sleeping.,Data Balance,Negative,1
fb_03351,Outage recovery is fast. Usually back in 30 minutes. OTT apps crash on older phones. Not optimized. Value for money has improved significantly. App size is 500MB which is ridiculous.,Network Outage|OTT Bundle Services|Value for Money|Mobile App Experience,Positive|Negative|Positive|Negative,4
fb_03352,OTT bundle selection is limited. Only 3 apps.,OTT Bundle Services,Negative,1
fb_03353,Value is okay for the mid-range plans.,Value for Money,Neutral,1
fb_03354,Value for money is questionable given the service quality... Mobile app crashes constantly... Terrible experience...,Value for Money|Mobile App Experience,Negative|Negative,2
fb_03355,OTT content is refreshed monthly. Good variety.,OTT Bundle Services,Positive,1
fb_03356,OTT bundle expired without notification. No network outages in my area for months. Stable. Mobile app notifications are excessive and annoying.,OTT Bundle Services|Network Outage|Mobile App Experience,Negative|Positive|Negative,3
fb_03357,OTT bundle content library is mediocre. Value for money is declining year over year.,OTT Bundle Services|Value for Money,Negative|Negative,2
fb_03358,ugh not good value for money at all. Overpriced.,Value for Money,Negative,1
fb_03359,Network outage without prior notice is unacceptable. OTT bundle with 7 apps is incredible value. Mobile app login keeps failing with OTP issues.,Network Outage|OTT Bundle Services|Mobile App Experience,Negative|Positive|Negative,3
fb_03360,Premium pricing for budget quality. What a gr8 deal... NOT.,OTT Bundle Services|Network Outage|Value for Money,Negative|Negative|Negative,3
fb_03361,Mobile app payment gateway works smoothly.. OTT bundle stopped working after renewal. Network outages are too frequent. Third this month.,Mobile App Experience|OTT Bundle Services|Network Outage,Positive|Negative|Negative,3
fb_03362,App is bloated and slow. Takes forever to load. Outage during emergency. Couldnt call for help. OTT bundle auto-renewal is seamless. No interruption.,Mobile App Experience|Network Outage|OTT Bundle Services,Negative|Negative|Positive,3
fb_03363,Network outage notification system has improved. App is bloated and slow. Takes forever to load. OTT apps crash on older phones. Not optimized.,Network Outage|Mobile App Experience|OTT Bundle Services,Positive|Negative|Negative,3
